address,baths,beds,cars,link,price,solddate,type
"6 Newley Street, McDowall", 3, 4, 3,/sold/property-house-qld-mcdowall-118003987,"$620,000",03 Dec 2014,house
"10 Sabu Court, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-117666915,"$556,000",26 Nov 2014,house
"27 Cosby Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-118057483,"$622,000",13 Nov 2014,house
"6 Sellers Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-111767355,"$645,000",10 Nov 2014,house
"14 Ponti Street, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-117931427,"$530,000",10 Nov 2014,house
"6 Sellers Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-117924519,"$645,000",07 Nov 2014,house
"12 Connery Street, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-117518631,"$600,000",28 Oct 2014,house
"21 Bening Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-116832055,"$786,000",22 Oct 2014,house
"5 Camphor Laurel Court, McDowall", 2, 5, 2,/sold/property-house-qld-mcdowall-117786799,"$580,000",10 Oct 2014,house
"Address available on request, McDowall", 1, 3, 2,/sold/property-house-qld-mcdowall-117437271,"$485,000",03 Oct 2014,house
"12 Carides Place, McDowall", 3, 5, 2,/sold/property-house-qld-mcdowall-117225331,"$712,500",24 Sep 2014,house
"1 Camphor Laurel Court, McDowall",,,,/sold/property-residential+land-qld-mcdowall-200899519,"$410,000",15 Sep 2014,residential land
"24/28 Keona Road, McDowall", 2, 3, 2,/sold/property-townhouse-qld-mcdowall-117708055,"$412,500",11 Sep 2014,townhouse
"1 Savalas St, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-117001803,"$455,000",20 Aug 2014,house
"55 Keona Road, McDowall",,,,/sold/property-residential+land-qld-mcdowall-200929295,"$625,000",12 Aug 2014,residential land
"156 Streisand Drive, McDowall", 3, 5, 3,/sold/property-house-qld-mcdowall-117523127,"$910,000",08 Aug 2014,house
"22 Peppard Street, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-117308595,"$525,000",01 Aug 2014,house
"3 Lazenby Street, McDowall",,,,/sold/property-residential+land-qld-mcdowall-200402131,"$580,000",29 Jul 2014,residential land
"17 Culkin Place, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-117254747,"$725,000",28 Jul 2014,house
"2 Sellers Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-117386443,"$720,000",26 Jul 2014,house
"15 Landis Street, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-117311627,"$705,000",15 Jul 2014,house
"997 Hamilton Road, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-116717899,"$465,000",14 Jul 2014,house
"37 Streisand Drive, McDowall", 2, 4, 3,/sold/property-house-qld-mcdowall-117042755,"$583,000",09 Jul 2014,house
"24/960 Hamilton Rd, McDowall", 2, 3, 1,/sold/property-townhouse-qld-mcdowall-114377759,"$365,000",03 Jul 2014,townhouse
"22/195 Old Northern Road, McDowall", 1, 3, 1,/sold/property-townhouse-qld-mcdowall-115911519,"$355,000",20 Jun 2014,townhouse
"z12 Ponti Street, McDowall", 2, 5, 2,/sold/property-house-qld-mcdowall-116609683,"$592,500",09 May 2014,house
"40 Beckett Rd, McDowall", 1, 4, 2,/sold/property-house-qld-mcdowall-116498263,"$455,000",05 May 2014,house
"20/149 Keona Road, McDowall", 2, 3, 1,/sold/property-unit-qld-mcdowall-116665351,"$405,000",05 May 2014,unit
"2/960 Hamilton Road, McDowall", 2, 3, 1,/sold/property-townhouse-qld-mcdowall-116712743,"$385,000",05 May 2014,townhouse
"29 Eastwood Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-116494799,"$495,000",29 Apr 2014,house
"11 Mayer Street, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-116436743,"$1,360,000",17 Apr 2014,house
"40 Sinatra Crescent, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-116530579,"$578,500",16 Apr 2014,house
"29/95 Beckett Rd, McDowall", 2, 2, 1,/sold/property-unit-qld-mcdowall-116352619,"$369,000",15 Apr 2014,unit
"3 Chevalier Street, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-116003023,"$550,000",14 Apr 2014,house
"Address available on request, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-116027015,"$540,000",14 Apr 2014,house
"13 Gielgud Cr, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-115009315,"$700,000",08 Apr 2014,house
"387 Trouts Road, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-116408979,"$495,000",07 Apr 2014,house
"2 Brynner Street, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-116435291,"$410,000",26 Mar 2014,house
"6 Poitier Street, McDowall", 3, 5, 2,/sold/property-house-qld-mcdowall-115809287,"$660,000",24 Mar 2014,house
"37 Lisa Street, McDowall", 2, 3, 2,/sold/property-townhouse-qld-mcdowall-116077091,"$405,000",17 Mar 2014,townhouse
"26 De Vito Pl, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-115894051,"$585,000",15 Mar 2014,house
"21 Sunset Place, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-116209895,"$570,000",13 Mar 2014,house
"28 Savalas Street, McDowall", 3, 4, 4,/sold/property-house-qld-mcdowall-116089915,"$725,000",05 Mar 2014,house
"Address available on request, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-115733387,"$482,000",28 Feb 2014,house
"62 Raven Street, McDowall", 2, 3, 1,/sold/property-house-qld-mcdowall-115891771,"$485,000",20 Feb 2014,house
"17 Harlow Place, McDowall", 4, 5, 2,/sold/property-house-qld-mcdowall-115345071,"$1,040,000",07 Feb 2014,house
"92 Streisand Drive, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-115804091,"$615,000",07 Feb 2014,house
"13 Jagger Street, McDowall", 2, 3, 3,/sold/property-house-qld-mcdowall-115451035,"$436,000",07 Feb 2014,house
"1 Rigg Place, McDowall", 3, 3, 2,/sold/property-house-qld-mcdowall-115787091,"$543,000",30 Jan 2014,house
"77 Landis Street, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-115753543,"$630,000",28 Jan 2014,house
"13 Streep Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-115838015,"$660,000",24 Jan 2014,house
"19 Evergreen Place, McDowall", 3, 4, 3,/sold/property-house-qld-mcdowall-115739727,"$925,000",20 Jan 2014,house
"9 Marx Street, McDowall", 3, 5, 2,/sold/property-house-qld-mcdowall-115564067,"$555,000",17 Jan 2014,house
"34 Raven Street, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-115717751,"$580,000",14 Jan 2014,house
"973  Rode Road, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-115337635,"$445,000",10 Jan 2014,house
"6 Seinfeld Close, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-115260791,"$620,000",09 Jan 2014,house
"32 Redford Crescent, McDowall", 3, 5, 2,/sold/property-house-qld-mcdowall-115751727,"$640,000",07 Jan 2014,house
"10 Gleason Street, McDowall", 1, 3, 2,/sold/property-house-qld-mcdowall-115497199,"$470,000",20 Dec 2013,house
"170 Streisand Dr, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-115357787,"$588,000",13 Dec 2013,house
"878 Rode Rd, McDowall", 2, 2, 2,/sold/property-house-qld-mcdowall-115115575,"$395,000",26 Nov 2013,house
"21 Beckett Road, McDowall", 1, 3, 2,/sold/property-house-qld-mcdowall-114026099,"$401,000",30 Oct 2013,house
"6 Monroe Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-114444467,"$625,000",29 Oct 2013,house
"27 Minnelli Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-114949931,"$639,000",22 Oct 2013,house
"17 Beckett Rd, McDowall", 1, 3, 2,/sold/property-house-qld-mcdowall-114107095,"$353,000",16 Oct 2013,house
"20 Hanks Pl, McDowall", 3, 5, 4,/sold/property-house-qld-mcdowall-114416351,"$754,000",14 Oct 2013,house
"34/95 Beckett Road, McDowall", 2, 2, 2,/sold/property-apartment-qld-mcdowall-112884447,"$390,000",14 Oct 2013,apartment
"22 Chevalier Street, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-114610787,"$560,000",08 Oct 2013,house
"26 Cosby Place, McDowall", 2, 4, 4,/sold/property-house-qld-mcdowall-114386019,"$585,000",04 Oct 2013,house
"858 Rode Road, McDowall", 1, 4, 2,/sold/property-house-qld-mcdowall-113963939,"$445,000",04 Oct 2013,house
"27 Sunset Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-114450363,"$515,000",02 Oct 2013,house
"4/960 Hamilton Road, McDowall", 2, 3, 1,/sold/property-townhouse-qld-mcdowall-114400899,"$370,000",23 Sep 2013,townhouse
"32 Savalas st, McDowall", 3, 4, 3,/sold/property-house-qld-mcdowall-114419827,"$725,000",06 Sep 2013,house
"965 Rode Road, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-114296775,"$475,000",16 Aug 2013,house
"4/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-unit-qld-mcdowall-114405703,"$380,000",13 Aug 2013,unit
"2 Sabu Street, McDowall", 2, 5, 2,/sold/property-house-qld-mcdowall-113183299,"$495,000",08 Aug 2013,house
"14/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-unit-qld-mcdowall-114398215,"$410,000",08 Aug 2013,unit
"42 Minnelli Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-113239747,"$523,500",07 Aug 2013,house
"19/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-unit-qld-mcdowall-114406815,"$415,000",06 Aug 2013,unit
"17 Bassey Street, McDowall", 2, 5, 2,/sold/property-house-qld-mcdowall-114070971,"$575,000",29 Jul 2013,house
"45 Paramount Circuit, McDowall", 1, 3, 2,/sold/property-house-qld-mcdowall-113789459,"$470,000",26 Jul 2013,house
"5/960 Hamilton Rd, McDowall", 2, 3, 1,/sold/property-townhouse-qld-mcdowall-113569867,"$384,000",19 Jul 2013,townhouse
"5 Chico Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-113788759,"$580,000",15 Jul 2013,house
"17  Kline Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-113173831,"$575,000",15 Jul 2013,house
"17 Kline Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-113838719,"$575,000",15 Jul 2013,house
"66 Beckett Road, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-114032483,"$397,000",03 Jul 2013,house
"16 Paramount Circuit, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-113657019,"$580,000",02 Jul 2013,house
"29/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-apartment-qld-mcdowall-114170867,"$375,000",27 Jun 2013,apartment
"36/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-apartment-qld-mcdowall-114178247,"$375,000",27 Jun 2013,apartment
"12/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-apartment-qld-mcdowall-114170863,"$375,000",27 Jun 2013,apartment
"22/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-apartment-qld-mcdowall-114178251,"$375,000",27 Jun 2013,apartment
"9/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-unit-qld-mcdowall-114170843,"$375,000",27 Jun 2013,unit
"13/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-apartment-qld-mcdowall-114170847,"$375,000",27 Jun 2013,apartment
"16/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-apartment-qld-mcdowall-114170887,"$375,000",27 Jun 2013,apartment
"21/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-apartment-qld-mcdowall-114170883,"$375,000",27 Jun 2013,apartment
"24/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-house-qld-mcdowall-114170855,"$375,000",27 Jun 2013,house
"18/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-apartment-qld-mcdowall-114170859,"$375,000",27 Jun 2013,apartment
"15/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-apartment-qld-mcdowall-114171135,"$375,000",27 Jun 2013,apartment
"35/91 Beckett Road, McDowall", 2, 2, 1,/sold/property-apartment-qld-mcdowall-114170851,"$375,000",27 Jun 2013,apartment
"12 Metro Street, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-113681175,"$580,000",18 Jun 2013,house
"29 Stallone Circuit, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-113772279,"$555,000",14 Jun 2013,house
"20 Ponti Street, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-113558587,"$635,000",12 Jun 2013,house
"21 Harlow Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-113852447,"$611,000",24 May 2013,house
"11/28  Keona Road, McDowall", 2, 3, 1,/sold/property-townhouse-qld-mcdowall-113663183,"$438,000",24 May 2013,townhouse
"69 Van Dyke Crescent, McDowall", 3, 5, 2,/sold/property-house-qld-mcdowall-113690971,"$608,500",17 May 2013,house
"45 Bening Place, McDowall", 2, 5, 2,/sold/property-house-qld-mcdowall-113810455,"$595,000",14 May 2013,house
"28 Boulting Street, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-113465879,"$615,000",13 May 2013,house
"8 Seberg Street, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-113484291,"$550,000",13 May 2013,house
"51 Gleason Street, McDowall", 2, 3, 4,/sold/property-house-qld-mcdowall-113544699,"$550,000",24 Apr 2013,house
"79 Landis Street, McDowall", 2, 4, 1,/sold/property-house-qld-mcdowall-113108503,"$462,000",15 Apr 2013,house
"10 Bening Place, McDowall", 2, 5, 2,/sold/property-house-qld-mcdowall-112696035,"$625,000",10 Apr 2013,house
"5  Pilbeam Place, McDowall", 2, 5, 2,/sold/property-house-qld-mcdowall-112658111,"$530,000",04 Apr 2013,house
"7 Seberg Street, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-113086087,"$509,000",28 Mar 2013,house
"141 Streisand Drive, McDowall", 4, 5, 3,/sold/property-house-qld-mcdowall-112623087,"$770,000",25 Mar 2013,house
"6/28 Keona Road, McDowall", 2, 3, 1,/sold/property-villa-qld-mcdowall-112942243,"$400,000",28 Feb 2013,villa
"3 Redford Crescent, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-112455611,"$590,000",22 Feb 2013,house
"11 Paramount Circuit, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-112820959,"$605,000",13 Feb 2013,house
"14 Newley St, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-112817827,"$555,000",13 Feb 2013,house
"64 Minnelli Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-111613855,"$530,000",07 Jan 2013,house
"19 Cosby Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-112287771,"$578,000",31 Dec 2012,house
"3 Pilbeam Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-112126055,"$495,000",31 Dec 2012,house
"3 Pilbeam Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-115635275,"$495,000",31 Dec 2012,house
"8 Hughes Street, McDowall",,,,/sold/property-residential+land-qld-mcdowall-200415135,"$340,000",18 Dec 2012,residential land
"52 Van Dyke Crescent, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-111973991,"$600,000",12 Dec 2012,house
"15 Pilbeam Place, McDowall", 2, 4, 1,/sold/property-house-qld-mcdowall-109265621,"$463,000",07 Dec 2012,house
"24 Pfeiffer Place, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-110270053,"$510,000",28 Nov 2012,house
"9 Stallone Cct, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-111787219,"$550,000",26 Nov 2012,house
"7 Macgraw Street, McDowall", 2, 4, 3,/sold/property-house-qld-mcdowall-111283843,"$540,000",09 Nov 2012,house
"116 Streisand Drive, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-111731943,"$552,500",05 Nov 2012,house
"34 Van Dyke Crescent, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-111178243,"$499,000",02 Nov 2012,house
"12 Kingfisher Close, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-111360895,"$765,000",01 Nov 2012,house
"5 Minnelli Place, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-111112931,"$520,000",03 Oct 2012,house
"28 Pfeiffer Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-111240303,"$642,000",02 Oct 2012,house
"6 Wyngarde Street, McDowall", 1, 3, 2,/sold/property-house-qld-mcdowall-111418579,"$390,000",20 Sep 2012,house
"20 BECKETT ROAD, McDowall", 1, 3, 1,/sold/property-house-qld-mcdowall-111151851,"$340,000",10 Sep 2012,house
"11 Poitier Street, McDowall", 2, 4, 4,/sold/property-house-qld-mcdowall-111159539,"$500,000",30 Aug 2012,house
"10 Streep Place, McDowall", 3, 5, 2,/sold/property-house-qld-mcdowall-111322143,"$640,000",27 Aug 2012,house
"6 Bassey Street, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-110807267,"$515,000",17 Aug 2012,house
"78 Paramount Circuit, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-110839555,"$585,000",03 Aug 2012,house
"13 Matthau Place, McDowall", 3, 4, 4,/sold/property-house-qld-mcdowall-110390881,"$665,000",02 Aug 2012,house
"5 Woods Close, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-110217941,"$520,000",17 Jul 2012,house
"28 Bardot Street, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-110327085,"$455,000",09 Jul 2012,house
"Address available on request, McDowall", 1, 3, 2,/sold/property-house-qld-mcdowall-110558733,"$425,000",28 Jun 2012,house
"367 Trouts Road, McDowall", 2, 3, 1,/sold/property-house-qld-mcdowall-110207421,"$433,000",14 Jun 2012,house
"39 Beckett Road, McDowall", 1, 3, 3,/sold/property-house-qld-mcdowall-110519501,"$470,000",13 Jun 2012,house
"4 Zeppo Place, McDowall", 2, 5, 2,/sold/property-house-qld-mcdowall-110095601,"$506,000",08 May 2012,house
"68 Minnelli Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-109566731,"$585,000",04 May 2012,house
"12 Brando Street, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-109415806,"$455,000",24 Apr 2012,house
"315 Old Northern Road, McDowall", 3, 6, 8,/sold/property-house-qld-mcdowall-108978011,"$759,000",23 Apr 2012,house
"31 Harlow Place, McDowall", 3, 4, 3,/sold/property-house-qld-mcdowall-110095953,"$840,000",20 Apr 2012,house
"24 Sellers Place, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-110146565,"$790,000",07 Apr 2012,house
"4 Keaton Street, McDowall", 2, 4, 4,/sold/property-house-qld-mcdowall-109747291,"$539,000",04 Apr 2012,house
"5 Sharif Street, McDowall", 2, 3, 3,/sold/property-house-qld-mcdowall-109072066,"$495,000",04 Apr 2012,house
"4 Blake Close, McDowall", 2, 3, 1,/sold/property-house-qld-mcdowall-108706391,"$430,000",19 Mar 2012,house
"21 Matthau Place, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-109958786,"$785,000",12 Mar 2012,house
"57 Hackman Street, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-109512936,"$545,000",02 Mar 2012,house
"70 Streisand Drive, McDowall", 2, 5, 2,/sold/property-house-qld-mcdowall-109392456,"$635,000",22 Feb 2012,house
"26/960 Hamilton Road, McDowall", 2, 3, 1,/sold/property-townhouse-qld-mcdowall-108646331,"$350,000",20 Feb 2012,townhouse
"6 Palance Court, McDowall", 3, 7, 3,/sold/property-house-qld-mcdowall-108481166,"$650,000",27 Jan 2012,house
"17 Minnelli Place, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-108277161,"$700,000",25 Jan 2012,house
"7 Dunaway Street, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-108006636,"$445,000",25 Jan 2012,house
"12/28 Keona Road, McDowall", 2, 3, 2,/sold/property-townhouse-qld-mcdowall-108917596,"$400,000",16 Jan 2012,townhouse
"25/960 Hamilton Road, McDowall", 2, 3, 1,/sold/property-townhouse-qld-mcdowall-106899871,"$340,000",16 Jan 2012,townhouse
"15 Dunaway Street, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-109028391,"$435,500",09 Jan 2012,house
"7 Matthau Place, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-108060151,"$657,000",03 Jan 2012,house
"Address available on request, McDowall", 2, 3, 1,/sold/property-townhouse-qld-mcdowall-108267196,"$345,000",19 Dec 2011,townhouse
"4 Astaire Place, McDowall", 1, 3, 2,/sold/property-house-qld-mcdowall-108458131,"$403,000",05 Dec 2011,house
"17 Ifield Street, McDowall", 1, 3, 1,/sold/property-house-qld-mcdowall-107536981,"$460,000",02 Dec 2011,house
"Address available on request, McDowall", 3, 5, 2,/sold/property-house-qld-mcdowall-107377969,"$525,000",21 Oct 2011,house
"10 Poitier Street, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107521932,"$520,000",21 Oct 2011,house
"40z Sinatra Crescent, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107444996,"$500,000",21 Oct 2011,house
"Address available on request, McDowall", 1, 2, 1,/sold/property-townhouse-qld-mcdowall-107356538,"$320,000",21 Oct 2011,townhouse
"28 Lisa Street, McDowall", 2, 3, 1,/sold/property-townhouse-qld-mcdowall-106332942,"$443,000",14 Oct 2011,townhouse
"960 Hamilton Road, McDowall", 2, 3, 1,/sold/property-townhouse-qld-mcdowall-107562029,"$335,000",07 Oct 2011,townhouse
"3 Streep Place, McDowall", 3, 4, 3,/sold/property-house-qld-mcdowall-107557724,"$702,000",29 Aug 2011,house
"53 De Mille Street, McDowall", 1, 3, 2,/sold/property-house-qld-mcdowall-107557927,"$430,000",25 Aug 2011,house
"15/960 Hamilton Rd, McDowall", 2, 3, 1,/sold/property-townhouse-qld-mcdowall-107557960,"$355,000",24 Aug 2011,townhouse
"134 Streisand Drive, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-107507621,"$617,500",22 Aug 2011,house
"14 Chevalier Street, McDowall", 3, 5, 3,/sold/property-house-qld-mcdowall-107573462,"$550,000",17 Aug 2011,house
"48 Minnelli Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107424801,"$750,000",15 Aug 2011,house
"3 Crowe Close, McDowall", 2, 5, 2,/sold/property-house-qld-mcdowall-106488382,"$830,000",10 Aug 2011,house
"7 Pfeiffer Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107450965,"$602,000",02 Aug 2011,house
"5 Ladd Close, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-107399060,"$600,000",22 Jul 2011,house
"20 Voigt Street, McDowall", 3, 3, 2,/sold/property-house-qld-mcdowall-107499297,"$565,000",18 Jul 2011,house
"Address available on request, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-107508948,"$452,000",14 Jul 2011,house
"3 Midler Place, McDowall", 3, 6, 2,/sold/property-house-qld-mcdowall-107466946,"$725,000",08 Jul 2011,house
"30 Streisand Drive, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107224110,"$570,000",07 Jul 2011,house
"991 Hamilton Road, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107376118,"$550,000",06 Jul 2011,house
"72 Stallone Circuit, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107050602,"$580,000",30 Jun 2011,house
"Address available on request, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107432188,"$535,000",29 Jun 2011,house
"23 Sunset Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107332782,"$480,000",31 May 2011,house
"6 Sharif Street, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107346952,"$470,000",30 May 2011,house
"Address available on request, McDowall", 2, 3, 3,/sold/property-townhouse-qld-mcdowall-107290042,"$385,000",26 May 2011,townhouse
"51 Keona Road, McDowall", 3, 5, 3,/sold/property-house-qld-mcdowall-106955641,"$1,800,000",25 May 2011,house
"Address available on request, McDowall", 2, 3, 1,/sold/property-house-qld-mcdowall-107161121,"$455,500",27 Apr 2011,house
"4/195 Old Northern Road, McDowall", 1, 2, 1,/sold/property-townhouse-qld-mcdowall-107251332,"$352,000",13 Apr 2011,townhouse
"Address available on request, McDowall", 1, 3, 2,/sold/property-house-qld-mcdowall-107085024,"$480,000",01 Apr 2011,house
"Address available on request, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-106913281,"$610,000",10 Mar 2011,house
"Address available on request, McDowall", 2, 3, 2,/sold/property-house-qld-mcdowall-106952532,"$750,000",21 Feb 2011,house
"Address available on request, McDowall", 2, 4, 3,/sold/property-house-qld-mcdowall-106999858,"$795,000",18 Feb 2011,house
"4 Mayer St, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-107017363,"$580,000",09 Feb 2011,house
"5 Seinfeld Close, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107037962,"$560,000",31 Jan 2011,house
"11 Bisset Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107087815,"$593,500",27 Jan 2011,house
"21 Sunset Place, McDowall", 3, 4, 4,/sold/property-house-qld-mcdowall-106770294,"$494,000",22 Dec 2010,house
"Address available on request, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-107025094,"$509,000",21 Dec 2010,house
"38 Gielgud Crescent, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-106854642,"$654,000",12 Nov 2010,house
"5 Pfeiffer Place, McDowall", 2, 4, 4,/sold/property-house-qld-mcdowall-106898638,"$649,000",05 Nov 2010,house
"Address available on request, McDowall", 2, 4, 4,/sold/property-house-qld-mcdowall-106729212,"$590,000",04 Nov 2010,house
"36 Minnelli Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-106773284,"$482,000",22 Oct 2010,house
"Address available on request, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-106873403,"$592,000",14 Oct 2010,house
"21 Pfeiffer Place, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-106852227,"$660,000",05 Oct 2010,house
"30 Redford Crescent, McDowall", 3, 4, 2,/sold/property-house-qld-mcdowall-106832289,"$665,000",29 Sep 2010,house
"7 Nelson Street, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-106690847,"$735,000",31 Aug 2010,house
"Address available on request, McDowall", 1, 3, 2,/sold/property-house-qld-mcdowall-115634515,"$440,000",14 Aug 2010,house
"Address available on request, McDowall", 1, 3, 2,/sold/property-house-qld-mcdowall-106648289,"$440,000",14 Aug 2010,house
"Address available on request, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-106540907,"$510,000",12 Jul 2010,house
"25 Redford Crescent, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-106573347,"$655,000",01 Jul 2010,house
"76 Streisand Drive, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-106570154,"$627,000",11 Jun 2010,house
"7 Macnee Street, McDowall", 2, 4, 3,/sold/property-house-qld-mcdowall-106398172,"$580,000",07 Apr 2010,house
"8 WANAKA PLACE, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-106399194,"$648,500",03 Apr 2010,house
"816 Hamilton Road, McDowall", 1, 3, 1,/sold/property-house-qld-mcdowall-106350080,"$390,000",27 Mar 2010,house
"991 Hamilton Road, McDowall", 2, 4, 2,/sold/property-house-qld-mcdowall-106350812,"$580,000",24 Mar 2010,house
