address,baths,beds,cars,link,price,solddate,type
"5/10 Fuller Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-122031826,"$600,000",21 Apr 2016,house
"14 Anne Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-122434178,"$540,000",21 Apr 2016,house
"4 The Rise, Diamond Creek", 2, 3, 3,/sold/property-house-vic-diamond+creek-122340982,"$836,000",20 Apr 2016,house
"97 Everleigh Drive (Lot 14), Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201398702,"$305,000",19 Apr 2016,residential land
"4 Somali Close, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-122275142,"$785,000",16 Apr 2016,house
"9 Dover Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-122155102,"$550,000",12 Apr 2016,house
"12/37 Gregg Street, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-122291186,"$386,000",10 Apr 2016,unit
"14 Tom Roberts Glade, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-122007466,"$920,000",09 Apr 2016,house
"29 Nicole Crescent, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-122096178,"$800,000",09 Apr 2016,house
"13 Grassy Flat Road, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-122148494,"$605,000",09 Apr 2016,house
"3 Knightsbridge Place, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-122158426,"$838,000",08 Apr 2016,house
"19 Louis Buvelot Wynd, Diamond Creek", 3, 5, 2,/sold/property-house-vic-diamond+creek-121717806,"$870,000",31 Mar 2016,house
"47 Collard Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-121142762,"$700,115",24 Mar 2016,house
"37 Broadgully Road, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-122140926,"$565,000",24 Mar 2016,house
"9 Lilian Court, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-121557410,"$825,000",23 Mar 2016,house
"54 Hillingdon Drive, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-121410202,"$638,000",19 Mar 2016,house
"17 Moray Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-121994526,"$630,000",19 Mar 2016,house
"4 Oronsay Crescent, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-122076210,"$622,000",17 Mar 2016,house
"64 Haley Street, Diamond Creek", 1, 3, 3,/sold/property-house-vic-diamond+creek-121817838,"$610,000",12 Mar 2016,house
"99 Everleigh Drive (Lot 13), Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201399050,"$340,000",04 Mar 2016,residential land
"1/14 Fyffe Street, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-121881154,"$401,500",02 Mar 2016,unit
"30 Campbell Street, Diamond Creek", 1, 2, 2,/sold/property-house-vic-diamond+creek-121808386,"$617,000",27 Feb 2016,house
"15 Ironbark Road, Diamond Creek", 2, 4, 0,/sold/property-house-vic-diamond+creek-121804286,"$554,000",27 Feb 2016,house
"111 Broadgully Road, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-120406609,"$630,000",26 Feb 2016,house
"7 Bryl Court (Lot 20), Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201209349,"$265,000",24 Feb 2016,residential land
"Lot 15 Rusty Gate Crt., Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201352962,"$370,000",22 Feb 2016,residential land
"8 Brooks Crescent, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-121884262,"$618,000",20 Feb 2016,house
"121 Bishop Avenue, Diamond Creek", 3, 5, 6,/sold/property-house-vic-diamond+creek-121609330,"$1,140,000",18 Feb 2016,house
"lot 24 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201306113,"$370,000",18 Feb 2016,residential land
"108 Black Gully Road, Diamond Creek", 4, 5, 22,/sold/property-house-vic-diamond+creek-121359734,"$1,445,000",17 Feb 2016,house
"5 Wega Court, Diamond Creek", 2, 4, 1,/sold/property-house-vic-diamond+creek-121848382,"$650,000",13 Feb 2016,house
"1 Diamond Street, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-121636210,"$427,500",13 Feb 2016,house
"16 Bishop Avenue, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-121833934,"$600,000",11 Feb 2016,house
"Lot 6 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201306109,"$370,000",11 Feb 2016,residential land
"Address available on request, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201375970,"$395,000",10 Feb 2016,residential land
"10 Wayland Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-121636090,"$660,000",06 Feb 2016,house
"Lot 8 Rusty Gate Crt., Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201363702,"$370,000",01 Feb 2016,residential land
"14a Anne Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-121721022,"$530,000",30 Jan 2016,house
"11 Cooee Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-121410526,"$710,000",25 Jan 2016,house
"120 Milthorpe Road, Diamond Creek", 4, 5, 10,/sold/property-house-vic-diamond+creek-121021626,"$1,365,000",19 Jan 2016,house
"29 Diamond Views Drive, Diamond Creek", 2, 4, 6,/sold/property-house-vic-diamond+creek-121491158,"$980,000",15 Jan 2016,house
"26 Moray Street, Diamond Creek", 1, 4, 0,/sold/property-house-vic-diamond+creek-121616246,"$580,000",11 Jan 2016,house
"19 Bishop Avenue, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-121457566,"$589,500",22 Dec 2015,house
"17 Monomeath Avenue, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-121286346,"$810,000",12 Dec 2015,house
"41 Everleigh Drive, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-121474722,"$599,999",12 Dec 2015,house
"10 Kingsbury Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-121365350,"$623,500",10 Dec 2015,house
"lot 17 Rusty Gate Crt., Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201346906,"$370,000",09 Dec 2015,residential land
"27 Fyffe Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-121446814,"$530,000",08 Dec 2015,house
"25  Nillumbik Square, Diamond Creek", 4, 4, 4,/sold/property-house-vic-diamond+creek-121311970,"$915,000",07 Dec 2015,house
"22 Victoria Street, Diamond Creek", 2, 3, 3,/sold/property-house-vic-diamond+creek-121235298,"$606,500",05 Dec 2015,house
"4 Victoria Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-121175226,"$577,000",05 Dec 2015,house
"55 Everleigh Drive, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-121171950,"$645,000",30 Nov 2015,house
"109 Everleigh Drive (Lot 10), Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201160195,"$365,000",30 Nov 2015,residential land
"30 Waigo Way, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201325702,"$700,000",28 Nov 2015,residential land
"19 Felicia Rise, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-121101670,"$655,000",28 Nov 2015,house
"2 Bryl Court (Lot 25), Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201228769,"$250,000",27 Nov 2015,residential land
"27 Nillumbik Square, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-121365366,"$775,000",24 Nov 2015,house
"Lot 10 Rusty Gate Crt., Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201341062,"$370,000",24 Nov 2015,residential land
"28 Wayland Court, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-120925525,"$600,000",23 Nov 2015,house
"16 Norma Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-121302042,"$563,500",21 Nov 2015,house
"lot 9 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201306705,"$370,000",20 Nov 2015,residential land
"Address available on request, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-121133826,"$500,000",18 Nov 2015,house
"6 Gem Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-120990238,"$700,000",17 Nov 2015,house
"104 Everleigh Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201153151,"$365,000",16 Nov 2015,residential land
"35 Kingfisher Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-121047450,"$655,650",11 Nov 2015,house
"7 Blue Wren Place, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201295089,"$550,000",10 Nov 2015,residential land
"23 Wayland Court, Diamond Creek", 2, 4, 1,/sold/property-house-vic-diamond+creek-121130074,"$610,000",09 Nov 2015,house
"21 Nicole Cres, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-121056822,"$725,000",07 Nov 2015,house
"19 Landex Court, Diamond Creek", 3, 4, 0,/sold/property-house-vic-diamond+creek-121046370,"$605,000",04 Nov 2015,house
"3 Lovitt Close, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-120967598,"$690,000",31 Oct 2015,house
"74 Haley Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-120702709,"$500,000",30 Oct 2015,house
"95 Everleigh Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201200073,"$305,000",26 Oct 2015,residential land
"12 Kalmaine Court, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-120841313,"$565,000",24 Oct 2015,house
"92 Everleigh Drive (Lot 1), Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201145507,"$315,000",22 Oct 2015,residential land
"9 Tetragona Way, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-120719761,"$1,330,000",17 Oct 2015,house
"170 Black Gully Road, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-120564097,"$1,375,000",16 Oct 2015,house
"15-21 Royston Street, Diamond Creek", 2, 5, 3,/sold/property-house-vic-diamond+creek-120600473,"$1,000,000",15 Oct 2015,house
"139-151 Ironbark Road, Diamond Creek", 4, 7, 5,/sold/property-house-vic-diamond+creek-120290989,"$1,131,000",12 Oct 2015,house
"7 Cockatiel Place, Diamond Creek", 4, 5, 2,/sold/property-house-vic-diamond+creek-120714741,"$995,000",10 Oct 2015,house
"6/20 Fyffe Street, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-120697437,"$367,500",10 Oct 2015,unit
"4/12 Dering Street, Diamond Creek", 1, 3, 1,/sold/property-unit-vic-diamond+creek-120660381,"$491,000",08 Oct 2015,unit
"2/31 Kelly Street, Diamond Creek", 2, 3, 2,/sold/property-townhouse-vic-diamond+creek-120812157,"$580,000",30 Sep 2015,townhouse
"110 Everleigh Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201153135,"$385,000",30 Sep 2015,residential land
"21 Henry Arthur Drive, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-120546717,"$871,000",26 Sep 2015,house
"27 Campbell Street, Diamond Creek", 1, 4, 2,/sold/property-house-vic-diamond+creek-120617077,"$755,000",26 Sep 2015,house
"6 Patyah Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-120619481,"$563,500",26 Sep 2015,house
"87 Oronsay Crescent, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-120727181,"$632,500",25 Sep 2015,house
"19 Kelly Street, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-120670865,"$680,000",21 Sep 2015,house
"6 Tom Roberts Glade, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-120558245,"$905,000",19 Sep 2015,house
"105 Everleigh Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201160187,"$370,000",18 Sep 2015,residential land
"21 Rangeview Road, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-120360721,"$452,000",16 Sep 2015,house
"415 Ryans Road, Diamond Creek", 1, 2, 0,/sold/property-house-vic-diamond+creek-120629433,"$422,500",16 Sep 2015,house
"21 Citriodora Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-120527193,"$717,500",15 Sep 2015,house
"53 Hillingdon Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-120561945,"$620,000",04 Sep 2015,house
"9 Gregg Street, Diamond Creek", 1, 2, 1,/sold/property-house-vic-diamond+creek-120490677,"$540,000",04 Sep 2015,house
"43 Patyah Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-120556769,"$565,000",02 Sep 2015,house
"32 Wayland Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-120561113,"$600,000",31 Aug 2015,house
"6 Sanctuary Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-120380689,"$520,000",27 Aug 2015,house
"1 Eaton Close, Diamond Creek", 2, 4, 0,/sold/property-house-vic-diamond+creek-120504957,"$580,000",26 Aug 2015,house
"41 Patyah Street, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-120474429,"$525,000",25 Aug 2015,house
"2 Hotham Court, Diamond Creek", 4, 7, 1,/sold/property-house-vic-diamond+creek-120325409,"$680,000",10 Aug 2015,house
"20 Penton Court, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-120249121,"$640,000",10 Aug 2015,house
"98 Everleigh Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201145511,"$350,000",10 Aug 2015,residential land
"96 Everleigh Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201145519,"$335,000",10 Aug 2015,residential land
"15 Mindara Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-120183897,"$615,000",08 Aug 2015,house
"216 Main Hurstbridge Road
(off service road), Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-120182469,"$620,000",07 Aug 2015,house
"3 Risdale Close, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-119996553,"$610,000",07 Aug 2015,house
"17 Edinburgh Street, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-120333457,"$790,000",06 Aug 2015,house
"8/21 Wensley Street, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-120224977,"$395,000",04 Aug 2015,unit
"129 Cowin Street, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-120190477,"$497,000",03 Aug 2015,house
"2 Felicia Rise, Diamond Creek", 1, 4, 0,/sold/property-house-vic-diamond+creek-120157245,"$468,500",01 Aug 2015,house
"3/12 Dering Street, Diamond Creek", 1, 3, 0,/sold/property-unit-vic-diamond+creek-120120673,"$445,000",30 Jul 2015,unit
"9 Rangeview Road, Diamond Creek", 3, 4, 1,/sold/property-house-vic-diamond+creek-120229077,"$620,000",28 Jul 2015,house
"85 Patyah Street, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-120245049,"$570,000",28 Jul 2015,house
"9 Currawong Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-120238021,"$880,000",27 Jul 2015,house
"26 Broad Gully Road, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-119815439,"$630,000",27 Jul 2015,house
"113 Everleigh Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201160099,"$375,000",23 Jul 2015,residential land
"LOT 8 Everleigh Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200872983,"$380,000",21 Jul 2015,residential land
"19 Coniston Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-119889581,"$500,000",18 Jul 2015,house
"16 Citriodora Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-120166157,"$757,750",16 Jul 2015,house
"27 Chapman Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-120120465,"$585,000",11 Jul 2015,house
"15 Koonawarra Way, Diamond Creek", 4, 6, 2,/sold/property-house-vic-diamond+creek-117110143,"$740,000",09 Jul 2015,house
"8 Element Way, Diamond Creek", 2, 3, 2,/sold/property-townhouse-vic-diamond+creek-118057931,"$569,950",09 Jul 2015,townhouse
"9 Arthur Streeton Place, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-119954177,"$905,000",08 Jul 2015,house
"61 Everleigh Drive, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-119977037,"$870,000",02 Jul 2015,house
"2 Gem Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-119998165,"$683,000",27 Jun 2015,house
"1 Monomeath Avenue, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-119783799,"$850,000",20 Jun 2015,house
"19 Nicole Crescent, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-119884865,"$730,000",20 Jun 2015,house
"2 Luscombe Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-119853589,"$719,500",20 Jun 2015,house
"12 Windmill Rise, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-119824511,"$613,000",20 Jun 2015,house
"9 Henry Arthur Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-119887433,"$680,000",16 Jun 2015,house
"121 Cowin Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-119811019,"$470,000",13 Jun 2015,house
"46 Fraser Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-119874273,"$575,000",10 Jun 2015,house
"27 Fuller Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-119878365,"$540,000",10 Jun 2015,house
"20 Moray Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-119840969,"$560,000",04 Jun 2015,house
"House 3 - 179 Aqueduct Road, Diamond Creek", 2, 5, 3,/sold/property-house-vic-diamond+creek-119695763,"$889,000",30 May 2015,house
"48 Haley Street, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-119702427,"$530,000",16 May 2015,house
"18 Phipps Crescent, Diamond Creek", 1, 3, 3,/sold/property-house-vic-diamond+creek-119671315,"$582,500",15 May 2015,house
"16 Dartagook Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-119514375,"$540,000",09 May 2015,house
"17 The Parkway, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-119523303,"$565,000",29 Apr 2015,house
"381 Broadgully Road, Diamond Creek", 2, 3, 6,/sold/property-house-vic-diamond+creek-119257759,"$860,000",28 Apr 2015,house
"22 Grassy Flat Road, Diamond Creek", 1, 4, 0,/sold/property-house-vic-diamond+creek-119586515,"$531,500",28 Apr 2015,house
"Lot 4, 2a Norma Street, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201044675,"$280,000",27 Apr 2015,residential land
"5 Blue Wren Place, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201132883,"$415,000",21 Apr 2015,residential land
"21 Fairview Crescent, Diamond Creek", 2, 4, 1,/sold/property-house-vic-diamond+creek-119094159,"$540,000",20 Apr 2015,house
"4 Everleigh Drive, Diamond Creek", 1, 4, 1,/sold/property-house-vic-diamond+creek-119554131,"$570,000",16 Apr 2015,house
"19 Clyde Street, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-119363183,"$580,000",14 Apr 2015,house
"31 David Hockney Drive, Diamond Creek", 3, 6, 4,/sold/property-house-vic-diamond+creek-117804811,"$902,500",11 Apr 2015,house
"33 Landex Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-119293763,"$545,000",02 Apr 2015,house
"435 Ryans Road, Diamond Creek", 1, 4, 1,/sold/property-house-vic-diamond+creek-119445467,"$422,000",01 Apr 2015,house
"15 Mitchell Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-119346523,"$738,000",30 Mar 2015,house
"218 Main Hurstbridge Road, Diamond Creek", 1, 3, 6,/sold/property-house-vic-diamond+creek-119284863,"$600,000",30 Mar 2015,house
"8 Coniston Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-119303975,"$505,000",30 Mar 2015,house
"8 Pledger Close, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-119175415,"$726,000",28 Mar 2015,house
"10 Gregg Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-119169127,"$585,000",28 Mar 2015,house
"22 Chapman Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-119169551,"$583,000",26 Mar 2015,house
"11/21 Collins Street, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-119303815,"$380,000",24 Mar 2015,unit
"29 Candlebark Close, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-119042683,"$786,500",21 Mar 2015,house
"Lot 5, 2A Norma Street, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201052703,"$245,000",17 Mar 2015,residential land
"4 Siyan Rise, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-119149623,"$725,000",16 Mar 2015,house
"23 Juane Park Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-119128915,"$712,000",10 Mar 2015,house
"96 Lambert Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-119042511,"$550,000",03 Mar 2015,house
"9 Blue Wren Place, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201113023,"$440,000",02 Mar 2015,residential land
"6 Wagtail Place, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201065347,"$360,000",02 Mar 2015,residential land
"4 Grey Gum Rise, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-118952887,"$685,000",28 Feb 2015,house
"15 Ormonde Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-118923015,"$662,500",28 Feb 2015,house
"19  Phipps Crescent, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-119010615,"$520,000",28 Feb 2015,house
"4 The Parkway, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-119106883,"$520,000",26 Feb 2015,house
"5 James Cook Drive, Diamond Creek", 2, 3, 0,/sold/property-house-vic-diamond+creek-118260131,"$527,000",24 Feb 2015,house
"30 David Hockney Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-118513599,"$725,000",19 Feb 2015,house
"11 Bage Street, Diamond Creek", 1, 3, 4,/sold/property-house-vic-diamond+creek-118959571,"$513,500",16 Feb 2015,house
"Address available on request, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-118950767,"$386,000",11 Feb 2015,house
"22 Harmony Drive, Diamond Creek", 2, 3, 1,/sold/property-townhouse-vic-diamond+creek-118796947,"$412,780",07 Feb 2015,townhouse
"7 Jonquil Close, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-118587931,"$710,000",05 Feb 2015,house
"7 Wagtail Place, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201065851,"$403,000",03 Feb 2015,residential land
"4 Skyvista Court, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200834639,"$360,000",03 Feb 2015,residential land
"8 Kingsbury Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-118804167,"$551,500",30 Jan 2015,house
"1/22 Gregg Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-118441175,"$510,000",28 Jan 2015,house
"62 Kamarooka Drive, Diamond Creek", 2, 4, 0,/sold/property-house-vic-diamond+creek-118404023,"$652,000",22 Jan 2015,house
"18 Collins Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-118684115,"$466,000",21 Jan 2015,house
"24 Ness Street, Diamond Creek", 2, 4, 0,/sold/property-house-vic-diamond+creek-118378471,"$452,000",19 Jan 2015,house
"58 James Cook Drive, Diamond Creek", 2, 4, 1,/sold/property-house-vic-diamond+creek-118675775,"$545,000",15 Jan 2015,house
"18 Everard Street, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-118246775,"$670,000",11 Jan 2015,house
"20 Dering Street, Diamond Creek", 1, 4, 2,/sold/property-house-vic-diamond+creek-118182539,"$563,000",10 Jan 2015,house
"9 Wagtail Place, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201076063,"$320,000",09 Jan 2015,residential land
"34 Fraser Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-118525843,"$765,000",05 Jan 2015,house
"2/16 Rangeview Road, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-118594931,"$692,500",04 Jan 2015,house
"19 Rangeview Road, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-118617743,"$430,000",31 Dec 2014,house
"31 Kingfisher Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201048043,"$245,000",31 Dec 2014,residential land
"3/28 Wensley Street, Diamond Creek", 1, 2, 1,/sold/property-house-vic-diamond+creek-118390399,"$400,000",23 Dec 2014,house
"2 Victoria Street, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-118367751,"$505,000",18 Dec 2014,house
"1 Fairview Crescent, Diamond Creek", 2, 4, 1,/sold/property-house-vic-diamond+creek-118530507,"$440,000",16 Dec 2014,house
"4/10 Fuller Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-118208867,"$585,000",12 Dec 2014,house
"2/29 Chapman Street, Diamond Creek", 2, 3, 1,/sold/property-unit-vic-diamond+creek-118197995,"$390,000",10 Dec 2014,unit
"23 Candlebark Close, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-118035995,"$755,000",08 Dec 2014,house
"1 Luscombe Drive, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-118505943,"$760,000",04 Dec 2014,house
"48 James Cook Drive, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-118348899,"$650,000",02 Dec 2014,house
"11 Fairview Crescent, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-118534231,"$505,000",02 Dec 2014,house
"48 Chapman Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-118445863,"$620,000",01 Dec 2014,house
"11 Gipson Street, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201024863,"$570,000",29 Nov 2014,residential land
"3 Elgata Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-118233143,"$480,000",18 Nov 2014,house
"5 Mitchell Court, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-118339983,"$670,000",13 Nov 2014,house
"8 Highbrook Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-118147523,"$602,000",11 Nov 2014,house
"26 Clyde Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-118273891,"$493,000",10 Nov 2014,house
"24 Cassinia Court, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-201022599,"$299,000",10 Nov 2014,residential land
"35 Challenger Street, Diamond Creek", 1, 2, 2,/sold/property-house-vic-diamond+creek-118101811,"$490,000",08 Nov 2014,house
