address,baths,beds,cars,link,price,solddate,type
"39 Phipps Crescent, Diamond Creek", 1, 2, 1,/sold/property-house-vic-diamond+creek-118156503,"$292,000",08 Nov 2014,house
"14 Jonquil Close, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-118234767,"$550,000",03 Nov 2014,house
"14 Harmony Drive, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-117654107,"$420,000",03 Nov 2014,house
"Lot 2, 2A Norma Street, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200856491,"$230,000",24 Oct 2014,residential land
"1/16 Fyffe Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-118027779,"$480,000",23 Oct 2014,house
"44 Collins Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-118163515,"$570,000",20 Oct 2014,house
"3-4 Citriodora Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-117428871,"$589,000",17 Oct 2014,house
"31 Gregg Street, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-118105455,"$520,000",16 Oct 2014,house
"129-137 Ironbark Road, Diamond Creek", 2, 5, 0,/sold/property-house-vic-diamond+creek-117955727,"$620,000",13 Oct 2014,house
"12 Landex Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-117575511,"$575,000",11 Oct 2014,house
"413 Ryans Road, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-117946415,"$570,000",11 Oct 2014,house
"33 Penton Crt, Diamond Creek", 2, 3, 0,/sold/property-house-vic-diamond+creek-117908879,"$515,000",10 Oct 2014,house
"56 Bishop Avenue, Diamond Creek", 1, 1, 0,/sold/property-house-vic-diamond+creek-117997147,"$1,065,000",09 Oct 2014,house
"3/10 Fuller Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-117899551,"$570,000",09 Oct 2014,house
"35 Everleigh Drive, Diamond Creek", 3, 3, 3,/sold/property-house-vic-diamond+creek-117568231,"$542,500",06 Oct 2014,house
"6/31 Haley Street, Diamond Creek", 1, 2, 1,/sold/property-townhouse-vic-diamond+creek-117847715,"$420,000",04 Oct 2014,townhouse
"4 Hillingdon Drive, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-117955955,"$501,000",02 Oct 2014,house
"4 Lovitt Close, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-117984379,"$752,000",01 Oct 2014,house
"36 Main Street (off Service Road), Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-117826455,"$403,650",01 Oct 2014,house
"24 The Parkway, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-117970651,"$503,000",26 Sep 2014,house
"4 Wagtail Place, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200821523,"$295,000",23 Sep 2014,residential land
"17 Ilana View Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-117839519,"$655,000",22 Sep 2014,house
"31 Grassy Flat Road, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-117751067,"$656,000",20 Sep 2014,house
"33 Kingfisher Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200878491,"$235,000",20 Sep 2014,residential land
"12 Cooee Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-117119067,"$600,000",19 Sep 2014,house
"14 Ironbark Road, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-117651463,"$450,000",17 Sep 2014,house
"9 Cassinia Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-117720727,"$600,000",16 Sep 2014,house
"29 Arrunga Close, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-117832395,"$550,000",16 Sep 2014,house
"95 Haley Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-117381199,"$552,000",15 Sep 2014,house
"97 Lambert Street, Diamond Creek", 2, 3, 3,/sold/property-house-vic-diamond+creek-117799339,"$500,000",13 Sep 2014,house
"431 Ryans Road, Diamond Creek", 1, 2, 1,/sold/property-house-vic-diamond+creek-117538671,"$365,000",10 Sep 2014,house
"1 Sanctuary Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-117818963,"$615,000",09 Sep 2014,house
"15 Lorikeet Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-117617971,"$760,000",05 Sep 2014,house
"18 Nillumbik Square, Diamond Creek", 3, 5, 3,/sold/property-house-vic-diamond+creek-111405687,"$700,000",05 Sep 2014,house
"3 Chisholm Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-117676495,"$560,000",03 Sep 2014,house
"2/30 Challenger Street, Diamond Creek", 1, 2, 1,/sold/property-house-vic-diamond+creek-117719115,"$437,000",02 Sep 2014,house
"9 Pledger Close, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-117517911,"$605,000",01 Sep 2014,house
"15 Chisholm Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-117626135,"$630,000",29 Aug 2014,house
"25 Egan Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-117547768,"$465,000",29 Aug 2014,house
"Lot 59 Haversack court, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200872191,"$380,000",29 Aug 2014,residential land
"66 Dering Street, Diamond Creek", 2, 3, 0,/sold/property-house-vic-diamond+creek-117599351,"$535,000",27 Aug 2014,house
"9/84-86 Main Hurstbridge Road, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-117680635,"$376,000",26 Aug 2014,unit
"60 James Cook Drive, Diamond Creek", 2, 4, 6,/sold/property-house-vic-diamond+creek-117614979,"$770,000",21 Aug 2014,house
"7 Daina Court, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200762827,"$307,000",19 Aug 2014,residential land
"17 Moray Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-117447795,"$480,000",16 Aug 2014,house
"385 Broadgully Road, Diamond Creek", 2, 4, 9,/sold/property-house-vic-diamond+creek-117433855,"$1,500,000",08 Aug 2014,house
"32 Hillingdon Drive, Diamond Creek", 2, 3, 4,/sold/property-house-vic-diamond+creek-117452023,"$552,000",08 Aug 2014,house
"110 Grassy Flat Rd, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-115645599,"$470,000",08 Aug 2014,house
"4/6 Edmonds Street, Diamond Creek", 1, 2, 1,/sold/property-house-vic-diamond+creek-117536019,"$425,500",08 Aug 2014,house
"41 Broadgully Road, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-116913687,"$545,000",06 Aug 2014,house
"10 Wagtail Place, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200950539,"$295,000",06 Aug 2014,residential land
"38 Kingfisher Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200905771,"$223,000",28 Jul 2014,residential land
"25 Juane Park Drive, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-117465771,"$670,000",24 Jul 2014,house
"24 Landex Court, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-117129143,"$510,000",22 Jul 2014,house
"28 Old Diamond Creek Road, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200833943,"$380,000",21 Jul 2014,residential land
"15 Stone Street, Diamond Creek", 1, 2, 2,/sold/property-house-vic-diamond+creek-117356763,"$400,000",15 Jul 2014,house
"17 Fairview Crescent, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-117271339,"$450,500",10 Jul 2014,house
"7 Knightsbridge Place, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116840803,"$710,000",07 Jul 2014,house
"9/21 Collins Street, Diamond Creek", 1, 2, 1,/sold/property-house-vic-diamond+creek-116461055,"$334,000",06 Jul 2014,house
"6 Landex Court, Diamond Creek", 3, 5, 2,/sold/property-house-vic-diamond+creek-115470635,"$600,000",02 Jul 2014,house
"20 Cockatiel Place, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-116121967,"$752,500",30 Jun 2014,house
"46 Challenger Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-117097207,"$627,000",30 Jun 2014,house
"12 Wensley Street, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-114071335,"$436,500",30 Jun 2014,house
"7 Dering Street, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-117097291,"$483,000",27 Jun 2014,house
"8 Harmony Drive, Diamond Creek", 2, 3, 1,/sold/property-townhouse-vic-diamond+creek-117024171,"$411,300",24 Jun 2014,townhouse
"3 Sovereign Rise, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-117018599,"$715,000",21 Jun 2014,house
"14 Campbell Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-117038999,"$430,000",18 Jun 2014,house
"2 Ilana View Drive, Diamond Creek", 2, 5, 1,/sold/property-house-vic-diamond+creek-117026139,"$660,000",17 Jun 2014,house
"10 Lorikeet Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116058411,"$915,000",14 Jun 2014,house
"16 Ryan Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-117104507,"$500,500",11 Jun 2014,house
"10 Everard Street, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-117079779,"$573,000",10 Jun 2014,house
"Lot 24 Glenview Estate, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200846535,"$365,000",09 Jun 2014,residential land
"129 Cowin Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-117041611,"$426,000",31 May 2014,house
"9 Sanctuary Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116937767,"$728,000",30 May 2014,house
"12 Price Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-116873231,"$491,300",28 May 2014,house
"13 Chisholm Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-117057679,"$625,000",27 May 2014,house
"1 Windmill Rise, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-115967963,"$525,000",27 May 2014,house
"1/22 Bishop Avenue, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-116632983,"$495,000",22 May 2014,house
"Lot 9, 231 Broadgully Road, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200846591,"$265,000",22 May 2014,residential land
"3 Wattlebird Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116762531,"$820,000",19 May 2014,house
"Lot 8 Collard Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200846515,"$345,000",19 May 2014,residential land
"lot 2, 231 Broad Gully Road, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200807319,"$266,000",19 May 2014,residential land
"lot 8, 231 Broad Gully Road, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200807287,"$262,000",19 May 2014,residential land
"82 Main Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-116688263,"$395,000",17 May 2014,house
"13 Gem Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116368695,"$686,000",14 May 2014,house
"32A Bruce Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-116844251,"$580,000",14 May 2014,house
"Address available on request, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116710635,"$570,000",10 May 2014,house
"8 Hotham Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116777247,"$532,000",01 May 2014,house
"Address available on request, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200615963,"$200,000",30 Apr 2014,residential land
"5 Valley Court, Diamond Creek", 2, 4, 4,/sold/property-house-vic-diamond+creek-116235323,"$470,500",05 Apr 2014,house
"7/21 Collins Street, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-116334063,"$339,000",05 Apr 2014,unit
"Address available on request, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116142739,"$660,000",04 Apr 2014,house
"3 Ironbark Road, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116135975,"$520,500",04 Apr 2014,house
"26 Fraser Street, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-116415495,"$465,000",04 Apr 2014,house
"17 Siyan Rise, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116434383,"$575,000",31 Mar 2014,house
"20 Monomeath Avenue, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-115245543,"$770,000",27 Mar 2014,house
"38 Bruce Street, Diamond Creek", 1, 3, 3,/sold/property-house-vic-diamond+creek-115497251,"$465,000",24 Mar 2014,house
"35 Old Diamond Creek Road, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-116183307,"$900,000",22 Mar 2014,house
"71 Everleigh Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116308831,"$650,000",22 Mar 2014,house
"11 Cockatiel Place, Diamond Creek", 2, 4, 4,/sold/property-house-vic-diamond+creek-116249131,"$840,000",21 Mar 2014,house
"44 Hillingdon Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-114976295,"$550,000",21 Mar 2014,house
"28 Candlebark Close, Diamond Creek", 2, 5, 3,/sold/property-house-vic-diamond+creek-116083775,"$1,105,561",03 Mar 2014,house
"18 PENTON, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116131531,"$650,000",03 Mar 2014,house
"11 Gem Court, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-115961251,"$565,010",03 Mar 2014,house
"2/34 Chapman Street, Diamond Creek", 2, 3, 2,/sold/property-unit-vic-diamond+creek-116116539,"$547,050",26 Feb 2014,unit
"14 Jessamber Crt, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-115111551,"$640,000",18 Feb 2014,house
"34 Campbell Street, Diamond Creek", 2, 4, 8,/sold/property-house-vic-diamond+creek-115987651,"$535,000",18 Feb 2014,house
"21 Anne Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-116054759,"$555,000",15 Feb 2014,house
"5 Fairview Crescent, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-115874379,"$476,500",10 Feb 2014,house
"52 Everleigh Drive, Diamond Creek", 3, 5, 3,/sold/property-house-vic-diamond+creek-115361975,"$617,000",07 Feb 2014,house
"51 Everleigh Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-115952743,"$500,000",05 Feb 2014,house
"5 Nevern Court, Diamond Creek", 2, 5, 5,/sold/property-house-vic-diamond+creek-115517083,"$610,000",30 Jan 2014,house
"2/20 Fyffe Street, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-115413407,"$360,000",15 Jan 2014,unit
"20 Ormonde Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-115700611,"$550,000",13 Jan 2014,house
"Address available on request, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-114671059,"$620,000",09 Jan 2014,house
"6 Ripon Close, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-115220223,"$550,000",08 Jan 2014,house
"18 The Parkway, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-115396983,"$577,500",20 Dec 2013,house
"Address available on request, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-115471879,"$650,000",15 Dec 2013,house
"75 David Hockney Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-115456815,"$809,500",12 Dec 2013,house
"11 Mitchell Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-115467491,"$650,000",03 Dec 2013,house
"7 Diamond Views Drive, Diamond Creek", 2, 3, 3,/sold/property-house-vic-diamond+creek-114475923,"$515,000",02 Dec 2013,house
"11 Ryefield Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-115362947,"$513,000",02 Dec 2013,house
"8 orcades Place, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-115432551,"$505,000",02 Dec 2013,house
"37 Wilson Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-115349535,"$906,500",29 Nov 2013,house
"214 Main Hurstbridge Road, Diamond Creek", 3, 5, 3,/sold/property-house-vic-diamond+creek-114699551,"$655,000",28 Nov 2013,house
"16 Norma St, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-115355139,"$463,000",19 Nov 2013,house
"8 Orcades Place, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-115427271,"$505,000",15 Nov 2013,house
"40 Diamond Views Drive, Diamond Creek", 2, 3, 3,/sold/property-house-vic-diamond+creek-114987243,"$575,000",09 Nov 2013,house
"54 Main St, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-115207003,"$460,000",08 Nov 2013,house
"9 Jacaranda Drive, Diamond Creek", 2, 4, 3,/sold/property-house-vic-diamond+creek-115114195,"$758,000",07 Nov 2013,house
"4 Cockatoo Court, Diamond Creek", 3, 5, 2,/sold/property-house-vic-diamond+creek-112532163,"$780,000",31 Oct 2013,house
"44 Collins Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-114891111,"$540,000",30 Oct 2013,house
"5 Dering Street, Diamond Creek", 1, 2, 1,/sold/property-house-vic-diamond+creek-114977647,"$436,000",25 Oct 2013,house
"19 Galatea Street, Diamond Creek", 2, 6, 2,/sold/property-house-vic-diamond+creek-114666927,"$567,500",22 Oct 2013,house
"30 Everleigh Drive, Diamond Creek", 2, 4, 0,/sold/property-house-vic-diamond+creek-114981063,"$625,000",10 Oct 2013,house
"2/20 Gregg Street, Diamond Creek", 2, 3, 2,/sold/property-unit-vic-diamond+creek-114244247,"$410,000",07 Oct 2013,unit
"1/15 Hillingdon Drive, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-114803119,"$420,000",04 Oct 2013,house
"31 Phipps Crescent, Diamond Creek", 1, 2, 0,/sold/property-house-vic-diamond+creek-114642975,"$400,000",19 Sep 2013,house
"3 Ilana View Drive, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-114568239,"$548,000",09 Sep 2013,house
"10 Cockatiel  Place, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-114530607,"$605,000",07 Sep 2013,house
"14 Felicia Rise, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-114280547,"$580,000",04 Sep 2013,house
"3 Ripon Close, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-114699691,"$535,000",03 Sep 2013,house
"12 Nevern Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-114591839,"$590,000",27 Aug 2013,house
"68 Broadgully Road, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-110294309,"$470,000",20 Aug 2013,house
"7 Happy Valley Rise, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-114368667,"$420,000",17 Aug 2013,house
"436 Ryans Road, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-114462891,"$465,000",12 Aug 2013,house
"26 Edmonds Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-114354743,"$392,000",06 Aug 2013,house
"1/20 Gregg Street, Diamond Creek", 1, 2, 1,/sold/property-house-vic-diamond+creek-114172015,"$352,500",05 Aug 2013,house
"90 Sutherland Road, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-114318499,"$862,000",03 Aug 2013,house
"9 Hotham Court, Diamond Creek", 2, 3, 3,/sold/property-house-vic-diamond+creek-114148259,"$695,000",30 Jul 2013,house
"22 Landex Court, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-114191987,"$636,000",28 Jul 2013,house
"27a Collins Street, Diamond Creek", 2, 3, 2,/sold/property-townhouse-vic-diamond+creek-113785043,"$550,000",30 Jun 2013,townhouse
"19 Cassinia Court, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-112606759,"$640,000",24 Jun 2013,house
"1/30 Challenger Street, Diamond Creek", 1, 2, 1,/sold/property-house-vic-diamond+creek-114083735,"$415,000",24 Jun 2013,house
"8 Honeyeater Close, Diamond Creek", 3, 5, 2,/sold/property-house-vic-diamond+creek-111590395,"$720,000",21 Jun 2013,house
"11 Tetragona Way, Diamond Creek", 3, 4, 4,/sold/property-house-vic-diamond+creek-113941355,"$950,000",19 Jun 2013,house
"87 Patyah Street, Diamond Creek", 2, 5, 4,/sold/property-house-vic-diamond+creek-113784263,"$515,000",13 Jun 2013,house
"15 Strathaird Close, Diamond Creek", 2, 3, 3,/sold/property-house-vic-diamond+creek-113829679,"$520,000",28 May 2013,house
"2 David Hockney Drive, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-113339303,"$720,000",27 May 2013,house
"32 Bruce Street, Diamond Creek", 1, 2, 0,/sold/property-house-vic-diamond+creek-113693835,"$435,000",20 May 2013,house
"122 Broadgully Road, Diamond Creek", 1, 3, 3,/sold/property-house-vic-diamond+creek-113722183,"$438,500",15 May 2013,house
"11 Lilian Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-113468239,"$795,200",09 May 2013,house
"31 Collins Street, Diamond Creek", 3, 4, 5,/sold/property-house-vic-diamond+creek-113375659,"$717,000",20 Apr 2013,house
"17 David Hockney Drive, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-113304739,"$700,000",20 Apr 2013,house
"19 Kim Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-113153259,"$590,000",20 Mar 2013,house
"66 Clyde Street, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-113018699,"$412,500",07 Mar 2013,house
"Lot 3 Suncrest Court, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-111388767,"$335,000",20 Feb 2013,house
"Address available on request, Diamond Creek", 1, 3, 3,/sold/property-house-vic-diamond+creek-112088839,"$460,000",01 Feb 2013,house
"Address available on request, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-111471667,"$490,000",17 Jan 2013,house
"91 Lambert Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-112249667,"$445,000",22 Dec 2012,house
"31 Phipps Crescent, Diamond Creek", 1, 2, 0,/sold/property-house-vic-diamond+creek-111940303,"$455,000",30 Nov 2012,house
"6/106 Cowin Street, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-110741629,"$340,000",28 Nov 2012,unit
"18 Moray Street, Diamond Creek", 1, 3, 2,/sold/property-house-vic-diamond+creek-112166659,"$450,500",17 Nov 2012,house
"15 Bishop Avenue, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-111900711,"$380,000",08 Nov 2012,house
"11 Parook Court, Diamond Creek", 2, 4, 1,/sold/property-house-vic-diamond+creek-111711423,"$502,000",05 Nov 2012,house
"14 Currawong Court, Diamond Creek", 3, 4, 4,/sold/property-house-vic-diamond+creek-111736083,"$845,000",27 Oct 2012,house
"18 Jacaranda Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-111511679,"$880,000",25 Oct 2012,house
"12 Hotham Court, Diamond Creek", 3, 5, 2,/sold/property-house-vic-diamond+creek-111866147,"$673,000",23 Oct 2012,house
"19 Grassy Flat Rd, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-111905223,"$525,000",22 Oct 2012,house
"17 Louis Buvelot Wynd, Diamond Creek", 2, 5, 2,/sold/property-house-vic-diamond+creek-111133847,"$780,000",12 Oct 2012,house
"Address available on request, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-110970275,"$760,000",08 Oct 2012,house
"1 Gregg Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-109994171,"$420,000",01 Oct 2012,house
"7 Pardalote Rise, Diamond Creek", 3, 5, 2,/sold/property-house-vic-diamond+creek-110990995,"$640,000",26 Sep 2012,house
"42 Kingfisher Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-2871115,"$210,000",18 Sep 2012,residential land
"13 Wilson Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-111357643,"$850,000",15 Sep 2012,house
"Address available on request, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-110846323,"$494,950",05 Sep 2012,house
"11 Louis Buvelot Wynd, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-111134407,"$910,000",25 Aug 2012,house
"4 Eaton Close, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-200312411,"$245,000",17 Aug 2012,residential land
"15 Siyan Rise, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-111120311,"$642,000",14 Aug 2012,house
"9 Kingfisher Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-110716305,"$590,000",14 Aug 2012,house
"10 Ryan Street, Diamond Creek", 1, 2, 0,/sold/property-house-vic-diamond+creek-110908943,"$378,000",13 Aug 2012,house
"119 Lambert Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-110772591,"$460,000",08 Aug 2012,house
"63 Oronsay Crescent, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-108350686,"$465,000",28 Jul 2012,house
"7 Sanctuary Court, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-2971221,"$230,000",19 Jul 2012,residential land
"21 Diamond Views Drive, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-110222709,"$650,000",03 Jun 2012,house
"74-76 Dering Street, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-110119893,"$565,000",19 May 2012,house
"33 Moray St, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-110281445,"$443,000",16 May 2012,house
"4 Elgata Court, Diamond Creek", 3, 4, 2,/sold/property-house-vic-diamond+creek-110211973,"$438,000",30 Apr 2012,house
"19 Rangeview Road, Diamond Creek", 2, 3, 1,/sold/property-house-vic-diamond+creek-109575891,"$430,000",30 Apr 2012,house
"145 Everleigh Drive, Diamond Creek",,,,/sold/property-residential+land-vic-diamond+creek-2872584,"$220,000",23 Apr 2012,residential land
"17 Dartagook Street, Diamond Creek", 1, 3, 1,/sold/property-house-vic-diamond+creek-110042797,"$385,000",21 Apr 2012,house
"64 Grassy Flat Rd, Diamond Creek", 2, 3, 0,/sold/property-house-vic-diamond+creek-109803066,"$538,000",13 Apr 2012,house
"139 Ironbark Road, Diamond Creek", 4, 6, 3,/sold/property-house-vic-diamond+creek-109468781,"$900,000",12 Apr 2012,house
"37 Edinburgh Street, Diamond Creek", 2, 4, 2,/sold/property-house-vic-diamond+creek-110010825,"$500,000",04 Apr 2012,house
"12/86 Main Hurstbridge Road, Diamond Creek", 1, 2, 1,/sold/property-unit-vic-diamond+creek-110096737,"$360,000",04 Apr 2012,unit
"10 Dario Court, Diamond Creek", 2, 4, 4,/sold/property-house-vic-diamond+creek-109851226,"$860,000",30 Mar 2012,house
"11 Grassy Flat Road, Diamond Creek", 1, 3, 0,/sold/property-house-vic-diamond+creek-109884906,"$381,000",29 Mar 2012,house
"2 Main Street, Diamond Creek", 2, 3, 2,/sold/property-house-vic-diamond+creek-109852501,"$410,000",28 Mar 2012,house
